paper_id	venue	authors	year	title	index_keys	author_keys	abstract
7F9E680E	International Conference on Data Mining	horst d simon + hongyuan zha + xiaofeng he + chris ding	2002	Adaptive dimension reduction for clustering high dimensional data	data mining + dimension reduction + image analysis + local minimum + gaussian processes + high dimensional data + clustering algorithms + k means algorithm + cluster analysis + k means + adaptive dimension reduction + image processing + em algorithm + algorithm design and analysis + highly overlapped Gaussians + information analysis + reduced dimensional subspace + adaptive systems + DNA gene expression profiles + Internet newsgroups + K-means algorithm + cluster membership + high dimensional data clustering + pattern clustering + EM algorithm + gene expression + principal component analysis	AuthorProvided Keywords Not Found	It is well-known that for high dimensional data clustering, standard algorithms such as EM and K-means are often trapped in a local minimum. Many initialization methods have been proposed to tackle this problem, with only limited success. In this paper we propose a new approach to resolve this problem by repeated dimension reductions such that K-means or EM are performed only in very low dimensions. Cluster membership is utilized as a bridge between the reduced dimensional subspace and the original space, providing flexibility and ease of implementation. Clustering analysis performed on highly overlapped Gaussians, DNA gene expression profiles and Internet newsgroups demonstrate the effectiveness of the proposed algorithm.
63A6095F	International Conference on Data Mining	rayid ghani + andrew fano	2002	Using text mining to infer semantic attributes for retail data mining	knowledge base + semantic attribute inference + text learning techniques + text analysis + retail data mining + data mining + neural networks + association rules + competitive intelligence + knowledge based systems + apparel products + text mining + semantic features + retailer Web sites + retail data processing + data analysis + retailer Websites + product semantics + byfeature construction + inference mechanisms + data engineering + semantic feature extraction + recommender system + recommender systems + decision trees + competitive intelligence tools	AuthorProvided Keywords Not Found	"Current data mining techniques usually do not have a mechanism to automatically infer semantic features inherent in the data being ""mined"". The semantics are either injected in the initial stages (by feature construction) or by interpreting the results produced by the algorithms. Both of these techniques have proved effective but require a lot of human effort. In many domains, semantic information is implicitly available and can be extracted automatically to improve data mining systems. In this paper we present a case study of a system that is trained to extract semantic features for apparel products and populate a knowledge base with these products and features. We show that semantic features of these items can be successfully extracted by applying text learning techniques to the descriptions obtained from websites of retailers. We also describe several applications of such a knowledge base of product semantics that we have built including recommender systems and competitive intelligence tools and provide evidence that our approach can successfully build a knowledge base with accurate facts which can then be used to create profiles of individual customers, groups of customers, or entire retail stores."
62F8BC4D	International Conference on Data Mining	kien a hua + ning jiang + simon sheu	2002	Considering both intra-pattern and inter-pattern anomalies for intrusion detection	Unix + application software + pattern matching + experimental results + data mining + testing + inter-pattern anomalies + intrusion detection + pattern extraction algorithm + windows + UNIX + pattern matching module + false alarm rate + security of data + intra-pattern anomalies + computer science + very large databases + data sets + system calls + maximal patterns + unix	AuthorProvided Keywords Not Found	Various approaches have been proposed to discover patterns from system call trails of UNIX processes to better model application behavior. However, these techniques only consider the relationship between system calls (or system audit events). We first refine the definition of maximal patterns given in (Wespi et al., 2000) and provide a pattern extraction algorithm to identify such maximal patterns. We then add one additional dimension to the problem domain by also taking into consideration the overlap relationship between patterns. We argue that an execution path of an application is usually not an arbitrary combination of various patterns; but rather, they overlap each other in some specific order. Such overlap relationship characterizes the normal behavior of the application. Finally, a novel pattern matching module is proposed to detect intrusions based on both intra-pattern and inter-pattern anomalies. We test this idea using the data sets obtained from the University of New Mexico. The experimental results indicate that our scheme detects significantly more anomalies than the scheme presented in (Wespi et al., 2000) while maintaining a very low false alarm rate.
7CF0487D	International Conference on Data Mining	ricardo vilalta + sheng ma	2002	Predicting rare events in temporal domains	time series analysis + financial institutions + data mining + discrimination power + rule-based model + temporal patterns extraction + set theory + computer attacks + class-imbalance problem + frequent eventsets + speech recognition + computer science + categorical features + predictive techniques + knowledge based systems + rare events prediction + temporal domains + host networks + testing + fraudulent transactions + rule based + uneven inter-arrival times + experimental analysis + minority class + temporal data mining	AuthorProvided Keywords Not Found	Temporal data mining aims at finding patterns in historical data. Our work proposes an approach to extract temporal patterns from data to predict the occurrence of target events, such as computer attacks on host networks, or fraudulent transactions in financial institutions. Our problem formulation exhibits two major challenges: 1) we assume events being characterized by categorical features and displaying uneven inter-arrival times; such an assumption falls outside the scope of classical time-series analysis, 2) we assume target events are highly infrequent; predictive techniques must deal with the class-imbalance problem. We propose an efficient algorithm that tackles the challenges above by transforming the event prediction problem into a search for all frequent eventsets preceding target events. The class imbalance problem is overcome by a search for patterns on the minority class exclusively; the discrimination power of patterns is then validated against other classes. Patterns are then combined into a rule-based model for prediction. Our experimental analysis indicates the types of event sequences where target events can be accurately predicted.
5A75E451	International Conference on Data Mining	d ph + april kontostathis + william m pottenger	2002	Detecting Patterns in the LSI Term-Term Matrix	singular value decomposition + text mining + higher order		"
Higher order co-occurrences play a key role in the effectiveness of systems used for text mining. A wide variety of applications use techniques that explicitly or implicitly employ a limited degree of transitivity in the cooccurrence relation. In this work we show use of higher orders of co-occurrence in the Singular Value Decomposition (SVD) algorithm and, by inference, on the systems that rely on SVD, such as LSI. Our empirical and mathematical studies prove that term co-occurrence plays a crucial role in LSI. This work is the first to study the values produced in the truncated term-term matrix, and we have discovered an explanation for why certain term pairs receive a high similarity value, while others receive low (and even negative) values. Thus we have discovered the basis for the claim that is frequently made for LSI: LSI emphasizes important semantic distinctions (latent semantics) while reducing noise in the data data.
"
5BFC2061	International Conference on Data Mining	tsay young lin	2002	Attribute (feature) completion - the theory of attributes from data mining prospect	data model + data mining + large database + canonical model + relational database + relational databases + isomorphism + database theory + data models + very large databases + abstract relation + feature selection + attribute completion	attributes + feature + data mining + granular + data model	"A ""correct"" selection of attributes (features) is vital in data mining. As a first step, this paper constructs all possible attributes of a given relation. The results are based on the observations that each relation is isomorphic to a unique abstract relation, called a canonical model. The complete set of attributes of the canonical model is, then, constructed. Any attribute of a relation can be interpreted (via isomorphism) from such a complete set."
7FB3FAB0	International Conference on Data Mining	chinghuang yun + mingsyan chen + kunta chuang	2002	Using category-based adherence to cluster market-basket data	information gain + market-basket data + marketing strategy + data analysis + marketing strategies + data mining + information retrieval + association rules + data clustering + taxonomy + machine learning + data engineering + marketing + entropy + category-based adherence + pattern clustering + clustering algorithms + tellurium + transactions clustering + category node	AuthorProvided Keywords Not Found	We devise an efficient algorithm for clustering market-basket data. Different from those of the traditional data, the features of market-basket data are known to be of high dimensionality, sparsity, and with massive outliers. Without explicitly considering the presence of the taxonomy, most prior efforts on clustering market-basket data can be viewed as dealing with items in the leaf level of the taxonomy tree. Clustering transactions across different levels of the taxonomy is of great importance for marketing strategies as well as for the result representation of the clustering techniques for market-basket data. In view of the features of market-basket data, we devise a measurement, called the category-based adherence, and utilize this measurement to perform the clustering. The distance of an item to a given cluster is defined as the number of links between this item and its nearest large node in the taxonomy tree where a large node is an item or a category node whose occurrence count exceeds a given threshold. The category-based adherence of a transaction to a cluster is then defined as the average distance of the items in this transaction to that cluster With this category-based adherence measurement, we develop an efficient clustering algorithm, called algorithm CBA, for market-basket data with the objective to minimize the category-based adherence. A validation model based on information gain is also devised to assess the quality of clustering for market-basket data. As validated by both real and synthetic datasets, it is shown by our experimental results, with the taxonomy information, algorithm CBA significantly outperforms the prior works in both the execution efficiency and the clustering quality for market-basket data.
7D4237E7	International Conference on Data Mining	hao huang + richard relue + xindong wu	2002	Association analysis with one scan of databases	association rule + algorithms + occurrence frequency checking + data mining + large database + support threshold + data structure + association rules + frequency + candidate generation + computer science + very large databases + data structures + tree data structures + data bases + pattern recognition + Pattern Tree + P-tree data structure + information retrieval + FP-tree + performance + database scan + association analysis + Apriori-like algorithms + frequent pattern mining	AuthorProvided Keywords Not Found	Mining frequent patterns with an FP-tree avoids costly candidate generation and repeatedly occurrence frequency checking against the support threshold. It therefore achieves better performance and efficiency than Apriori-like algorithms. However the database still needs to be scanned twice to get the FP-tree. This can be very time-consuming when new data are added to an existing database because two scans may be needed for not only the new data but also the existing data. This paper presents a new data structure P-tree, Pattern Tree, and a new technique, which can get the P-tree through only one scan of the database and can obtain the corresponding FP-tree with a specified support threshold. Updating a P-tree with new data needs one scan of the new data only, and the existing data do not need to be re-scanned.
70919635	International Conference on Data Mining	xiangji huang + aijun an	2002	Discovery of interesting association rules from Livelink web log data	data preprocessing + association rule + information management + data mining + information retrieval + association rules + web usage patterns mining + Livelink Web log data + association rules discovery + technology management + extranets + computer science + rule interestingness measures + Internet + internet + rules mining	AuthorProvided Keywords Not Found	We present our experience in mining web usage patterns from a large collection of Livelink log data. Livelink is a web-based product of Open Text, which provides automatic management and retrieval of different types of information objects over an intranet or extranet. We report our experience in preprocessing raw log data and post-processing the mining results for finding interesting rules. In particular we compare and evaluate a number of rule interestingness measures and find that two of the measures that have not been used in association rule learning work very well.
7EEBA357	International Conference on Data Mining	limsoon wong + jinyan li	2002	Solving the fragmentation problem of decision trees by discovering boundary emerging patterns	support vector machines + information technology + minor rules + data mining + gene expression datasets + neural networks + testing + rule discovery + fragmentation problem + emerging pattern + decision tree + training data + decision trees + gene expression	AuthorProvided Keywords Not Found	The single coverage constraint discourages a decision tree to contain many significant rules. The loss of significant rules leads to a loss in accuracy. On the other hand, the fragmentation problem causes a decision tree to contain too many minor rules. The presence of minor rules decreases the accuracy. We propose to use emerging patterns to solve these problems. In our approach, many globally significant rules can be discovered. Extensive expert. mental results on gene expression datasets show that our approach are more accurate than single C4.5 trees, and are also better than bagged or boosted C4.5 trees.
80B3DDA5	International Conference on Data Mining	sung young jung + j hong + taeksoo kim	2002	A formal model for user preference	positive preference + decision theory + data mining + noise effects + machine intelligence + user modelling + user preference model + personalization + navigation + training data + noise reduction + e-commerce + rare events + electronic commerce + information resources + dynamic weighting + pareto distribution + data sparseness + e commerce + history + recommendation systems + recommender system + Pareto distribution + formal model + negative preference + collaboration + random occurrence + random occurrence probability	AuthorProvided Keywords Not Found	Personalization and recommendation systems require a formalized model for user preference. We present the formal model of preference including positive preference and negative preference. For rare events, we apply the probability of random occurrence in order to reduce noise effects caused by data sparseness. Pareto distribution is adopted for the random occurrence probability. We also present the method for combining information of joint feature variables in different sizes by dynamic weighting using random occurrence probability.
7FA947EB	International Conference on Data Mining	colin fyfe + emilio corchado	2002	Optimal projections of high dimensional data	artificial neural network + projection pursuit + Exploratory Projection Pursuit + data mining + neural networks + neural network + negative feedback + lower dimensional manifolds + computational intelligence + artificial neural networks + nonlinear equations + learning artificial intelligence + high dimensional data + data structures + statistical analysis + learning (artificial intelligence) + Principal Component Analysis + neural nets + principal component analysis	AuthorProvided Keywords Not Found	In this paper, we compare two artificial neural network algorithms for performing Exploratory Projection Pursuit, a statistical technique for investigating data by projecting it onto lower dimensional manifolds. The neural networks are extensions of a network which performs Principal Component Analysis. We illustrate the technique on artificial data before applying it to real data.
7DB41CA4	International Conference on Data Mining	balaji padmanabhan + zhiqiang zheng	2002	On active learning for data acquisition	learning artificial intelligence + active learning + information management + data mining + UCI datasets + naturally incomplete data + data acquisition + web usage data + learning (artificial intelligence) + active learn	AuthorProvided Keywords Not Found	"Many applications are characterized by having naturally incomplete data on customers - where data on only some fixed set of local variables is gathered However, having a more complete picture can help build better models. The naive solution to this problem - acquiring complete data for all customers s often impractical due to the costs of doing so. A possible alternative is to acquire complete data for ""some"" customers and to use this to improve the models built. The data acquisition problem is determining how many, and which, customers to acquire additional data from. In this paper we suggest using active learning based approaches for the data acquisition problem. In particular, we present initial methods for data acquisition and evaluate these methods experimentally on web usage data and UCI datasets. Results show that the methods perform well and indicate that active learning based methods for data acquisition can be a promising area for data mining research."
7E740E4C	International Conference on Data Mining	jugen paetz	2002	Intersection based generalization rules for the analysis of symbolic septic shock patient data	septic shock patient data + pattern classification + rule generation + data analysis + data mining + association rules + robustness + heuristic + generalisation (artificial intelligence) + intensive care units + set-based intersections + optimisation + generalization rules + rule classification + medical computing	AuthorProvided Keywords Not Found	In intensive care units much data is irregularly recorded. Here, we consider the analysis of symbolic septic shock patient data. We show that it could be worth considering the generalization paradigm (individual cases generalized to more general rules) instead of the association paradigm (combining single attributes) when considering very individual cases (e.g. patients) and when expecting longer rules than shorter ones. We present an algorithm for rule generation and classification based on heuristically generated set-based intersections. We demonstrate the usefulness of our algorithm by analysing our septic shock patient data.
80A42B08	International Conference on Data Mining	srinivasan parthasarathy	2002	Efficient progressive sampling for association rules	association rule + databases + sampling methods + progressive sampling + data mining + association rules + fractals + association rule mining + pressing + rule mining + equivalence classes + sample size + information science + dataset + learning curve	AuthorProvided Keywords Not Found	In data mining, sampling has often been suggested as an effective tool to reduce the size of the dataset operated at some cost to accuracy. However this loss to accuracy is often difficult to measure and characterize since the exact nature of the learning curve (accuracy vs. sample size) is parameter and data dependent, i.e., we do not know a priori what sample size is needed to achieve a desired accuracy on a particular dataset for a particular set of parameters. In this article we propose the use of progressive sampling, to determine the required sample size for association rule mining. We first show that a naive application of progressive sampling is not very efficient for association rule mining. We then present a refinement based on equivalence classes, that seems to work extremely well in practice and is able to converge to the desired sample size very quickly and very accurately. An additional novelty of our approach is the definition of a support-sensitive, interactive measure of accuracy across progressive samples.
7E8A7848	International Conference on Data Mining	constantin f aliferis + ioannis tsamardinos + alexander statnikov + l frey + douglas fisher	2003	Identifying Markov blankets with decision tree induction	bayesian network + learning artificial intelligence + markov processes + decision tree induction + decision trees + Markov processes + Bayesian networks + belief networks + learning (artificial intelligence) + feature selection + Markov blanket identification + decision rule	AuthorProvided Keywords Not Found	The Markov blanket of a target variable is the minimum conditioning set of variables that makes the target independent of all other variables. Markov blankets inform feature selection, aid in causal discovery and serve as a basis for scalable methods of constructing Bayesian networks. We apply decision tree induction to the task of Markov blanket identification. Notably, we compare (a) C5.0, a widely used algorithm for decision rule induction, (b) C5C, which post-processes C5.0 's rule set to retain the most frequently referenced variables and (c) PC, a standard method for Bayesian network induction. C5C performs as well as or better than C5.0 and PC across a number of data sets. Our modest variation of an inexpensive, accurate, off-the-shelf induction engine mitigates the need for specialized procedures, and establishes baseline performance against which specialized algorithms can be compared.
7FB869A3	International Conference on Data Mining	hisashi kashima + akihiro inokuchi	2003	Mining significant pairs of patterns from graph structures with class labels	association rule + pattern mining + significant pair mining + graph theory + data mining + statistical metric + unordered trees + upper bound + transactional data + association rule mining + ordered trees + transaction data + knowledge representation + class labels + graph structure + labeled graph + computational complexity	AuthorProvided Keywords Not Found	In recent years, the problem of mining association rules over frequent itemsets in transactional data has been frequently studied and yielded several algorithms that can find association rules within a limited amount of time. Also more complex patterns have been considered such as ordered trees, unordered trees, or labeled graphs. Although some approaches can efficiently derive all frequent subgraphs from a massive dataset of graphs, a subgraph or subtree that is mathematically defined is not necessarily a better knowledge representation. We propose an efficient approach to discover significant rules to classify positive and negative graph examples by estimating a tight upper bound on the statistical metric. This approach abandons unimportant rules earlier in the computations, and thereby accelerates the overall performance. The performance has been evaluated using real world datasets, and the efficiency and effect of our approach has been confirmed with respect to the amount of data and the computation time.
808A4A18	International Conference on Data Mining	tomoyuki shibata + takekazu kato + toshikazu wada	2003	K-d decision tree: an accelerated and memory efficient nearest neighbor classifier	search algorithm + K-d decision tree + nearest neighbor classifier + tree searching + Voronoi condensed prototypes + memory consuming + storage management + decision tree + learning artificial intelligence + nearest neighbor + NN search algorithms + decision trees + learning (artificial intelligence)	AuthorProvided Keywords Not Found	Most nearest neighbor (NN) classifiers employ NN search algorithms for the acceleration. However, NN classification does not always require the NN search. Based on this idea, we propose a novel algorithm named k-d decision tree (KDDT). Since KDDT uses Voronoi condensed prototypes, it is less memory consuming than naive NN classifiers. We have confirmed that KDDT is much faster than NN search based classifiers through the comparative experiment (from 9 to 369 times faster).
80363939	International Conference on Data Mining	terumasa aoki + juan d velasquez + hiroshi yasuda	2003	Combining the Web content and usage mining to understand the visitor behavior in a Web site	content mining + clustering algorithm + visitor behavior analysis + data mining + information retrieval + Web log file + Web usage + Web content + navigation sequence + content management + self-organising feature maps + Web sites + Web site	AuthorProvided Keywords Not Found	A Web site is a semi structured collection of different kinds of data, whose motivation is to show relevant information to a visitor and in this way capture her/his attention. Understanding the specific preferences that define the visitor behavior in a Web site is a complex task. An approximation is supposed that depends on the content, navigation sequence and time spent in each page visited. These variables can be extracted from the Web log files and the Web site itself, using Web usage and content mining respectively. Combining the described variables, a similarity measure among visitor sessions is introduced and used in a clustering algorithm, which identifies groups of similar sessions, allowing the analysis of visitor behavior. In order to prove the methodology's effectiveness, it was applied in a certain Web site, showing the benefits of the described approach.
5EA18965	International Conference on Data Mining	hwanjo yu	2003	General MC: estimating boundary of positive class from small positive data	pattern classification + positive data set + feature space + support vector machines + character recognition + empirical analyses + learning artificial intelligence + classification boundary + unlabeled data + statistical analysis + learning (artificial intelligence) + general MC + single-class classification	AuthorProvided Keywords Not Found	Single-class classification (SCC) seeks to distinguish one class of data from the universal set of multiple classes. We propose a SCC method called general MC that estimates an accurate classification boundary of positive class from small positive data using the distribution of unlabeled data. Our theoretical and empirical analyses show that, as long as the distribution of unlabeled data is not highly skewed in the feature space, general MC significantly outperforms other recent SCC methods when the positive data set is highly under-sampled.
7FAC8BEA	International Conference on Data Mining	l de raedt + sau dan lee	2003	An algebra for inductive query evaluation	query processing + Boolean expression + inductive query evaluation + antimonotonic constraint + constraint theory + data mining + monotonic constraint + algebraic operation + boolean algebra + query plan optimization + Boolean algebra	AuthorProvided Keywords Not Found	Inductive queries are queries that generate pattern sets. We study properties of Boolean inductive queries, i.e. queries that are Boolean expressions over monotonic and antimonotonic constraints. More specifically, we introduce and study algebraic operations on the answer sets of such queries and show how these can be used for constructing and optimizing query plans. Special attention is devoted to the dimension of the queries, i.e. the minimum number of version spaces needed to represent the answer sets. The framework has been implemented for the pattern domain of strings and experimentally validated.
7DAE1C0A	International Conference on Data Mining	choh man teng	2003	Applying noise handling techniques to genomic data: a case study	Osteogenesis Imperfecta phenotype + data mining + diseases + information filters + genetic collagenous disease + noise handling technique + robust algorithm + genetics + amino acid sequence + proteins + noise + genomic data + medical computing + filtering + point mutation	AuthorProvided Keywords Not Found	Osteogenesis Imperfecta (OI) is a genetic collagenous disease associated with mutations in one or both of the genes COLIA1 and COLIA2. There are at least four known phenotypes of OI, of which type II is the severest and often lethal. We identified three approaches to noise handling, namely, robust algorithms, filtering, and polishing, and evaluated their effectiveness when applied to the problem of classifying the disease OI based on a data set of amino acid sequences and associated information of point mutations of COLIA1. Preliminary results suggest that each noise handling mechanism is useful under different circumstances. Filtering is stable across all cases. Pruning with robust c4.5 increased the classification accuracy in some cases, and polishing gave rise to some additional improvement in classifying the lethal OI phenotype.
5BCD511B	International Conference on Data Mining	haohsiang chung + hanshen huang + chunnan hsu	2003	The hybrid Poisson aspect model for personalized shopping recommendation	customer likelihood prediction + hybrid Poisson aspect model + personalized shopping recommendation + collaborative filtering + association rule + IBM SmartPad recommenders + purchasing + data mining + poisson distribution + retail supermarket + Poisson distribution + information filters + association rule mining + GroupLens recommenders + marketing + transaction data processing + transaction data + customers shopping + retail data processing	AuthorProvided Keywords Not Found	Predicting an individual customer's likelihood of purchasing a specific item forms the basis of many marketing activities, such as personalized shopping recommendation. Collaborative filtering and association rule mining can be applied to this problem, but in retail supermarkets, the problem becomes particularly challenging because of the sparsity and skewness of transaction data. We present HyPAM (hybrid Poisson aspect model), a new probabilistic graphical model that combines a Poisson mixture with a latent aspect class model to model customers' shopping behavior. We empirically compare HyPAM with two well-known recommenders, GroupLens (a correlation-based method), and IBM SmartPad (association rules and cosine similarity). Experimental results show that HyPAM outperforms the other recommenders by a large margin for two real-world retail supermarkets, ranking most of actual purchases in the top ten percent of the most likely purchased items. We also present a new visualization method, rank plot, to evaluate the quality of recommendations.
7F8898BB	International Conference on Data Mining	charis ermopoulos + tassos argyros	2003	Efficient subsequence matching in time series databases under time and amplitude transformations	query processing + similarity criterion + amplitude transformations + temporal databases + very large databases + time transformations + variable-length subsequence matching + time series + time series databases	AuthorProvided Keywords Not Found	Subsequence matching in large time series databases has attracted a lot of interest and many methods have been proposed that cope with this problem in an adequate extend. However, locating subsequence matches of arbitrary length, under time and amplitude transformations, has received far less attention and is still an open problem. We present an efficient algorithm for variable-length subsequence matching under transformations that guarantees no false dismissals. Further, this algorithm uses a novel similarity criterion for determining similarity under amplitude transformations in a most efficient way. Finally, our algorithm has been tested in various experiments on real data, resulting in a running time improvement of one order of magnitude compared to the naive approach.
7F3A0A73	International Conference on Data Mining	bing liu + xiaoli li + yang dai + wee sun lee + philip s yu	2003	Building text classifiers using positive and unlabeled examples	text analysis + pattern classification + text classifier + support vector machines + positive example + unlabeled example + Bayes methods + SVM + belief networks	AuthorProvided Keywords Not Found	We study the problem of building text classifiers using positive and unlabeled examples. The key feature of this problem is that there is no negative example for learning. Recently, a few techniques for solving this problem were proposed in the literature. These techniques are based on the same idea, which builds a classifier in two steps. Each existing technique uses a different method for each step. We first introduce some new methods for the two steps, and perform a comprehensive evaluation of all possible combinations of methods of the two steps. We then propose a more principled approach to solving the problem based on a biased formulation of SVM, and show experimentally that it is more accurate than the existing techniques.
7E2231A2	International Conference on Data Mining	chinghuang yun + mingsyan chen + kunta chuang	2003	Clustering item data sets with association-taxonomy similarity	real dataset + validation index + association-taxonomy similarity + data mining + indexation + data clustering + item data clustering + statistical analysis + association-taxonomy algorithm	AuthorProvided Keywords Not Found	We explore here the efficient clustering of item data. Different from those of the traditional data, the features of item data are known to be of high dimensionality and sparsity. In view of the features of item data, we devise here a novel measurement, called the association-taxonomy similarity, and utilize this measurement to perform the clustering. With this association-taxonomy similarity measurement, we develop an efficient clustering algorithm, called algorithm AT (standing for association-taxonomy), for item data. Two validation indexes based on association and taxonomy properties are also devised to assess the quality of clustering for item data. As validated by the real dataset, it is shown by our experimental results that algorithm AT devised here significantly outperforms the prior works in the clustering quality as measured by the validation indexes, indicating the usefulness of association-taxonomy similarity in item data clustering.
NE246	International Conference on Data Mining	T. Mielikainen	2003	Change profiles	pattern classification + data mining + pattern discovery + stability estimation + change profile + frequency estimation	AuthorProvided Keywords Not Found	We introduce a generalization of association rules: change profiles. We analyze their properties, describe their relationship to other structures in pattern discovery and sketch their possible applications. We study how the frequent patterns can be clustered based on their change profiles and propose methods for approximating the frequencies of the patterns from the approximate change profiles and bounding the intervals where the frequencies of the patterns are guaranteed to be. We evaluate empirically the methods for estimating the frequencies and the stability of their frequency estimates under different kinds of noise.
7F0AD8A9	International Conference on Data Mining	shoude lin + hans chalupsky	2003	Unsupervised link discovery in multi-relational data via rarity analysis	data analysis + data mining + information retrieval + knowledge discovery + relational databases + multirelational datasets + unsupervised learning + relational data + satisfiability + distributed databases + unsupervised link discovery method + data patterns + real-world bibliographic dataset + pattern recognition	AuthorProvided Keywords Not Found	"A significant portion of knowledge discovery and data mining research focuses on finding patterns of interest in data. Once a pattern is found, it can be used to recognize satisfying instances. The new area of link discovery requires a complementary approach, since patterns of interest might not yet be known or might have too few examples to be learnable. We present an unsupervised link discovery method aimed at discovering unusual, interestingly linked entities in multi-relational datasets. Various notions of rarity are introduced to measure the ""interestingness"" of sets of paths and entities. These measurements have been implemented and applied to a real-world bibliographic dataset where they give very promising results."
813E489A	International Conference on Data Mining	david bell + d y liu + j w guan	2003	The rough set approach to association rule mining	transaction processing + association rule + data mining + information retrieval + rough set + knowledge discovery + maximal association rule mining + rough set theory + association rule mining	AuthorProvided Keywords Not Found	In transaction processing, an association is said to exist between two sets of items when a transaction containing one set is likely to also contain the other. In information retrieval, an association between two sets of keywords occurs when they cooccur in a document. Similarly, in data mining, an association occurs when one attribute set occurs together with another. As the number of such associations may be large, maximal association rules are sought, e.g., Feldman et al. (1997, 1998). Rough set theory is a successful tool for data mining. By using this theory, rules similar to maximal associations can be found. However, we show that the rough set approach to discovering knowledge is much simpler than the maximal association method.
7D92B456	International Conference on Data Mining	amihood amir + nathan s netanyahu + reuven kashi + markus wawryniuk + daniel a keim	2003	Analyzing high-dimensional data by subspace validity	statistical tests + subspace validity + high dimensional data + feature extraction + image segmentation + statistical test + arbitrary shaped projected clusters + visual databases + real data sets + statistical testing + high-dimensional data analysis + noise levels	AuthorProvided Keywords Not Found	We are proposing a novel method that makes it possible to analyze high-dimensional data with arbitrary shaped projected clusters and high noise levels. At the core of our method lies the idea of subspace validity. We map the data in a way that allows us to test the quality of subspaces using statistical tests. Experimental results, both on synthetic and real data sets, demonstrate the potential of our method.
7D67A534	International Conference on Data Mining	qiang yang + hong cheng	2003	Mining plans for customer-class transformation	AUPlan algorithm + high frequency + data mining + empirical study + AI planning + Markov decision process algorithms + planning (artificial intelligence) + learning artificial intelligence + ai planning + customer-class transformation + markov processes + decision making + high-utility plan data mining + Markov processes + Apriori algorithm + learning (artificial intelligence)	AuthorProvided Keywords Not Found	We consider the problem of mining high-utility plans from historical plan databases that can be used to transform customers from one class to other, more desirable classes. Traditional data mining algorithms are focused on finding frequent sequences. But high frequency may not imply low costs and high benefits. Traditional Markov decision process (MDP) algorithms are designed to address this issue by bringing in the concept of utility, but these algorithms are also known to be expensive to execute. We present a novel algorithm AUPlan, which automatically generates sequential plans with high utility by combining data mining and AI planning. These high-utility plans could be used to convert groups of customers from less desirable states to more desirable ones. Our algorithm adapts the Apriori algorithm by considering the concepts of plans and utilities. We show through empirical studies that planning using our integrated algorithm produces high-utility plans efficiently.
59C4DCF3	International Conference on Data Mining	andrew w moore + jeremy kubica	2003	Probabilistic noise identification and data cleaning	corruption process + data model + probability + data mining + probabilistic noise identification + conformance testing + probabilistic model + gaussian noise + Gaussian noise + data cleaning + corrupted field identifying + noise value + generative model	AuthorProvided Keywords Not Found	Real world data is never as perfect as we would like it to be and can often suffer from corruptions that may impact interpretations of the data, models created from the data, and decisions made based on the data. One approach to this problem is to identify and remove records that contain corruptions. Unfortunately, if only certain fields in a record have been corrupted then usable, uncorrupted data will be lost. We present LENS, an approach for identifying corrupted fields and using the remaining noncorrupted fields for subsequent modeling and analysis. Our approach uses the data to learn a probabilistic model containing three components: a generative model of the clean records, a generative model of the noise values, and a probabilistic model of the corruption process. We provide an algorithm for the unsupervised discovery of such models and empirically evaluate both its performance at detecting corrupted fields and, as one example application, the resulting improvement this gives to a classifier.
7EC8396C	International Conference on Data Mining	ping chen + yves simon + chenyi hu + wei ding + heloise lynn	2003	Icon-based visualization of large high-dimensional datasets	graphical user interfaces + high dimensional data + icon visual properties + very large databases + data visualisation + knowledge acquisition + data analysts + high dimensional data record + icon-based visualization + summary icons + rendering (computer graphics) + high dimensional data visualization	AuthorProvided Keywords Not Found	High dimensional data visualization is critical to data analysts since it gives a direct view of original data. We present a method to visualize large amount of high dimensional data. We divide dimensions of data into several groups. Then, we use one icon to represent each group, and associate visual properties of each icon with dimensions in each group. A high dimensional data record will be represented by multiple different types of icons located in the same position. Furthermore, we use summary icons to display local details of viewer's interests and the whole data set at meantime. We show its effectiveness and efficiency through a case study on a real large data set.
80297F62	International Conference on Data Mining	kadri hacioglu + sameer pradhan + daniel jurafsky + wayne h ward + james h martin	2003	Semantic role parsing: adding semantic structure to unstructured text	classification problem + text analysis + pattern classification + unstructured text data + learning artificial intelligence + support vector machines + grammars + hand-labeled training set + computational linguistics + feature enhancements + shallow semantic parsing + learning (artificial intelligence)	AuthorProvided Keywords Not Found	There is an ever-growing need to add structure in the form of semantic markup to the huge amounts of unstructured text data now available. We present the technique of shallow semantic parsing, the process of assigning a simple WHO did WHAT to WHOM, etc., structure to sentences in text, as a useful tool in achieving this goal. We formulate the semantic parsing problem as a classification problem using support vector machines. Using a hand-labeled training set and a set of features drawn from earlier work together with some feature enhancements, we demonstrate a system that performs better than all other published results on shallow semantic parsing.
